FilePath,FileName,ClassName,Comment
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\AbstractLangTest.java,AbstractLangTest.java,AbstractLangTest,""" TODO Do more to make sure memory is not retained, maybe like Log4j checks for it."""
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\ClassLoaderUtilsTest.java,ClassLoaderUtilsTest.java,ClassLoaderUtilsTest,""" TODO How to better test considering this test may be called from an IDE and Maven?"""
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\ClassLoaderUtilsTest.java,ClassLoaderUtilsTest.java,ClassLoaderUtilsTest,""" TODO How to better test considering this test may be called from an IDE and Maven?"""
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\LazyInitializerFailableCloserTest.java,LazyInitializerFailableCloserTest.java,LazyInitializerFailableCloserTest,""" Doesn't actually throw, just for the method sig without unused warning."""
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\LazyInitializerFailableCloserTest.java,LazyInitializerFailableCloserTest.java,LazyInitializerFailableCloserTest,""" Doesn't actually throw, just for the method sig without unused warning."""
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\math\NumberUtilsTest.java,NumberUtilsTest.java,NumberUtilsTest,""" TODO assertTrue(NumberUtils.isParsable( 2.f ));"""
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\math\NumberUtilsTest.java,NumberUtilsTest.java,NumberUtilsTest,""" TODO assertTrue(NumberUtils.isParsable( 2.d ));"""
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\math\NumberUtilsTest.java,NumberUtilsTest.java,NumberUtilsTest,""" TODO assertTrue(NumberUtils.isParsable( 1.2e-5f ));"""
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\math\NumberUtilsTest.java,NumberUtilsTest.java,NumberUtilsTest,""" TODO assertTrue(NumberUtils.isParsable( 1.2e-5d ));"""
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\math\NumberUtilsTest.java,NumberUtilsTest.java,NumberUtilsTest,""" TODO assertTrue(isParsableDouble( 1.f ));"""
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\math\NumberUtilsTest.java,NumberUtilsTest.java,NumberUtilsTest,""" TODO assertTrue(isParsableDouble( 1.d ));"""
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\math\NumberUtilsTest.java,NumberUtilsTest.java,NumberUtilsTest,""" TODO assertTrue(isParsableFloat( 1.f ));"""
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\math\NumberUtilsTest.java,NumberUtilsTest.java,NumberUtilsTest,""" TODO assertTrue(isParsableFloat( 1.d ));"""
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\RandomUtilsTest.java,RandomUtilsTest.java,RandomUtilsTest,""" TODO: should be <max?"""
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\RandomUtilsTest.java,RandomUtilsTest.java,RandomUtilsTest,""" TODO: should be <max?"""
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\RandomUtilsTest.java,RandomUtilsTest.java,RandomUtilsTest,""" TODO: should be <max?"""
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\RandomUtilsTest.java,RandomUtilsTest.java,RandomUtilsTest,""" TODO: should be <max?"""
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\reflect\TypeUtilsTest.java,TypeUtilsTest.java,Test2,"""
 * Test fixture for https://issues.apache.org/jira/browse/LANG-1524
 *
 * @param <T> Test fixture type, unused type parameter for test.
 """
C:\Users\simon\Documents\Code\thesis-code\commons-lang-master\src\test\java\org\apache\commons\lang3\reflect\TypeUtilsTest.java,TypeUtilsTest.java,Test2,"""
 * Test fixture for https://issues.apache.org/jira/browse/LANG-1524
 *
 * @param <T> Test fixture type, unused type parameter for test.
 """
