App,TestClass,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,
commons-numbers-angle,AngleTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-angle\src\test\java\org\apache\commons\numbers\angle\AngleTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-angle\src\main\java\org\apache\commons\numbers\angle\Angle.java,src\test\java\org\apache\commons\numbers\angle\AngleTest.java,src\main\java\org\apache\commons\numbers\angle\Angle.java,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
commons-numbers-angle,CosAngleTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-angle\src\test\java\org\apache\commons\numbers\angle\CosAngleTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-angle\src\main\java\org\apache\commons\numbers\angle\CosAngle.java,src\test\java\org\apache\commons\numbers\angle\CosAngleTest.java,src\main\java\org\apache\commons\numbers\angle\CosAngle.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
commons-numbers-angle,ReduceTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-angle\src\test\java\org\apache\commons\numbers\angle\ReduceTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-angle\src\main\java\org\apache\commons\numbers\angle\Reduce.java,src\test\java\org\apache\commons\numbers\angle\ReduceTest.java,src\main\java\org\apache\commons\numbers\angle\Reduce.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
commons-numbers-angle,UserGuideTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-angle\src\test\java\org\apache\commons\numbers\angle\UserGuideTest.java,,src\test\java\org\apache\commons\numbers\angle\UserGuideTest.java,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,4,0,0,0
commons-numbers-angle,AngleTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-angle\src\test\java\org\apache\commons\numbers\angle\AngleTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-angle\src\main\java\org\apache\commons\numbers\angle\Angle.java,src\test\java\org\apache\commons\numbers\angle\AngleTest.java,src\main\java\org\apache\commons\numbers\angle\Angle.java,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
commons-numbers-angle,CosAngleTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-angle\src\test\java\org\apache\commons\numbers\angle\CosAngleTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-angle\src\main\java\org\apache\commons\numbers\angle\CosAngle.java,src\test\java\org\apache\commons\numbers\angle\CosAngleTest.java,src\main\java\org\apache\commons\numbers\angle\CosAngle.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
commons-numbers-angle,ReduceTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-angle\src\test\java\org\apache\commons\numbers\angle\ReduceTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-angle\src\main\java\org\apache\commons\numbers\angle\Reduce.java,src\test\java\org\apache\commons\numbers\angle\ReduceTest.java,src\main\java\org\apache\commons\numbers\angle\Reduce.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
commons-numbers-angle,UserGuideTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-angle\src\test\java\org\apache\commons\numbers\angle\UserGuideTest.java,,src\test\java\org\apache\commons\numbers\angle\UserGuideTest.java,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,4,0,0,0
commons-numbers-arrays,HashIndexSetTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-arrays\src\test\java\org\apache\commons\numbers\arrays\HashIndexSetTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-arrays\src\main\java\org\apache\commons\numbers\arrays\HashIndexSet.java,src\test\java\org\apache\commons\numbers\arrays\HashIndexSetTest.java,src\main\java\org\apache\commons\numbers\arrays\HashIndexSet.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
commons-numbers-arrays,IndexSupportTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-arrays\src\test\java\org\apache\commons\numbers\arrays\IndexSupportTest.java,C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-arrays\src\main\java\org\apache\commons\numbers\arrays\IndexSupport.java,src\test\java\org\apache\commons\numbers\arrays\IndexSupportTest.java,src\main\java\org\apache\commons\numbers\arrays\IndexSupport.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
